Exercise_ID,Exercise_Name,Affected_Muscle,Gender,Goal,Exercise_area,Description,Link,Level,Sets,Reps,Rep_time,Rest_time,exercise_type
98,dumbbell snatch,leg; forearm,male; female,Lose weight; Endurance,Home; Gym,"Lifting a dumbbell from the floor to overhead. It targets the legs, forearms, and back.",https://www.youtube.com/watch?v=xA_DpewzL7c,Difficulty,3,10,3,60,Main
99,dumbbell thrusters,leg; ABS; forearm; shoulder,male; female,Lose weight; Endurance,Home; Gym,"A squat followed by an overhead press. It works the legs, abs, forearms, shoulders, and back.",https://www.youtube.com/watch?v=-rHJkjHUbmo,Medium,3,12,3,60,Main
100,dumbbell shoulder press, shoulder,male; female,Muscle gain,Gym; Home,"To perform this exercise, sit on a chair with your back straight and hold a dumbbell in each hand at shoulder level, with your elbows bent at 90 degrees. Exhale as you push the dumbbells upward until your arms are fully extended. Hold for a moment, then inhale and lower the dumbbells back to shoulder level. Repeat the steps for the desired number of repetitions.",https://www.youtube.com/shorts/E9ShwbwZ1zw,Medium,3,12,3,60,Main
101,seated barbell shoulder press, shoulder,male,Muscle gain,Gym,"To perform this exercise, sit upright on a chair and grip the barbell with your hands slightly wider than shoulder-width apart. Lift the barbell off the rack and raise it straight above your head. Slowly lower the barbell down to shoulder level. Repeat the lifting and lowering motion for the desired number of repetitions.",https://www.youtube.com/shorts/8XdAwwbL5kk,Difficulty,3,12,3,60,Main
102,smith machine overhead shoulder press, shoulder,male,Muscle gain,Gym,"To perform this exercise, sit on the Smith machine, take a deep breath, and push the barbell up from the initial locked position, keeping your arms straight but without locking your elbows. Engage your shoulder muscles as you lower the barbell to chin level, pausing briefly. Then, apply force to push the barbell back to the starting position. Repeat the steps for the desired number of repetitions.",https://www.youtube.com/shorts/ZmyLFsowxsg,Medium,4,12,3,60,Main
103,barbell front raise, shoulder,male,Muscle gain,Gym,"To perform this exercise, firmly grip the barbell with your palms facing down and your elbows straight. Slightly arch your  chest and pull your shoulders back while keeping your back straight and core engaged. Lift the barbell in front of you until your hands are higher than your shoulders. Hold for a moment, then slowly lower it back to the starting position. Repeat the movement for the desired number of repetitions.",https://www.youtube.com/shorts/1ucaWr-WKMQ,Medium,3,12,3,60,Main
104,dumbbell front raise, shoulder,male; female,Muscle gain,Gym; Home,"To perform this exercise, stand upright with your feet shoulder-width apart. Hold a dumbbell in each hand with your arms straight down in front of your thighs. Lift the dumbbell in your right hand in front of you with your palm facing down, while your left hand remains in the starting position. Hold for a moment, then slowly lower the right dumbbell. Repeat the movement with your left hand. Alternate and repeat for the desired number of repetitions.",https://www.youtube.com/shorts/_6oXH8ZbB5M,Easy,4,12,3,60,Main
105,dumbbell lateral raise, shoulder,male; female,Muscle gain,Gym; Home,"To perform this exercise, stand upright with your feet shoulder-width apart, holding a dumbbell in each hand at your sides. Lift the dumbbells up to shoulder level, holding this position for a moment. Then, lower the dumbbells back to the starting position. Repeat the movement for the desired number of repetitions.",https://www.youtube.com/shorts/YvTkK72atZk,Easy,4,12,3,60,Main
106,cable lateral raise, shoulder,male,Muscle gain,Gym,"To perform this exercise, stand upright with your feet shoulder-width apart. Hold the cable handle with one hand, while placing the other hand on your hip. Pull the cable to the side until your arm is fully extended and parallel to the floor. Hold for a moment, then lower your arm back to the starting position. Repeat the movement with the other hand, alternating for the desired number of repetitions.",https://www.youtube.com/shorts/X8tZOGFovj0,Medium,3,12,3,60,Main
107,barbell upright row, shoulder,male,Muscle gain,Gym; Home,"To perform this exercise, stand upright with your feet hip-width apart, holding a barbell in both hands resting against your thighs, with your palms facing inward. Lift the barbell to shoulder level, keeping your elbows slightly higher than your forearms and pointing out to the sides. Lower the barbell back to the starting position and repeat the movement for the desired number of repetitions.",https://www.youtube.com/shorts/AWsGWt-VMl8,Difficulty,3,10,3,60,Main
108,cable upright row, shoulder,male,Muscle gain,Gym,"To perform this exercise, stand upright with your feet shoulder-width apart, holding the cable handles in both hands. Pull the weight upward until your trapezius muscles are fully contracted. Hold for a moment, then lower the weight back to the starting position. Repeat the movement for the desired number of repetitions.",https://www.youtube.com/shorts/ueU1cra8lA0,Medium,3,12,3,60,Main
109,dumbbell upright row, shoulder,male; female,Muscle gain,Gym,"To perform this exercise, stand upright with a dumbbell in each hand, arms straight down by your sides, and palms facing your body. Raise the dumbbells until they are close to your chin, bending your elbows and keeping them pointing upward. Hold for a moment, then lower the dumbbells back to the starting position. Repeat the movement for the desired number of repetitions.",https://www.youtube.com/shorts/Ti3OfEu_CKU,Easy,4,10,3,60,Main
110,cable face pull, shoulder,male; female,Muscle gain,Gym,"To perform this exercise, stand upright and adjust the cable to face level. Engage your core and pull the cable toward your face, squeezing your shoulder blades together. Hold this position for a moment, then release the cable back to the starting position. Repeat the movement for the desired number of repetitions.",https://www.youtube.com/shorts/qEyoBOpvqR4,Medium,3,12,3,60,Main
111,seated cable face pull, shoulder,male; female,Muscle gain,Gym,"To perform this exercise, sit upright on a bench, gripping the cable handle with both hands and palms facing inward. Pull the cable towards your face, ensuring your elbows are higher than your shoulders. Hold this position for a moment, then release the cable back to the starting position. Repeat the movement for the desired number of repetitions.",https://www.youtube.com/shorts/b5le--KkyH0,Medium,3,10,3,60,Main
112,banded face pulls, shoulder,male; female,Muscle gain,Gym,"To perform this exercise, stand upright with your feet shoulder-width apart, gripping the resistance band with both hands and palms facing your body. Pull the band back while keeping your elbows higher than your shoulders. Hold this position for a moment, squeezing your shoulder blades tightly. Release your arms back to the starting position and repeat the movement for the desired number of repetitions.",https://www.youtube.com/shorts/DVxfKB0BnlY,Easy,4,12,3,60,Main
113,dumbbell rear delt lateral raise, shoulder,male; female,Muscle gain,Gym; Home,"To perform this exercise, sit on a bench with your feet together, holding a dumbbell in each hand with your palms facing inward. Lean forward slightly, bend your elbows, and lift the dumbbells out to the sides. Lower the dumbbells back to the starting position and repeat the movement for the desired number of repetitions.",https://www.youtube.com/shorts/KoRDmXocJII,Medium,4,12,3,60,Main
114,rear delt machine fly, shoulder,male; female,Muscle gain,Gym,"To perform this exercise, sit on the machine facing inward, gripping the handles firmly with both hands. Engage your shoulder muscles and extend your arms back. Return your arms to the starting position and repeat the movement for the desired number of repetitions.",https://www.youtube.com/shorts/v0CxZlWX9zQ,Medium,4,10,3,60,Main
115,dumbbell push press, shoulder,male; female,Muscle gain,Gym; Home,"Stand with feet shoulder-width apart, holding a dumbbell in each hand. Keep forearms perpendicular to the floor, arms close to your sides. Exhale, lower into a half squat, then stand up, pressing one arm overhead. Slowly return your arm to the starting position and repeat.",https://www.youtube.com/watch?v=vuaYVK8xyqo,Medium,3,12,3,60,Main
116,arnold dumbbell press, shoulder,male,Muscle gain,Gym; Home,"Hold the dumbbells on your thighs, feet shoulder-width apart. Use your thighs to lift the dumbbells to your shoulders, rotating your palms inward. Inhale, brace your shoulders and back, and press the weights up, rotating palms outward until the dumbbells nearly touch (without locking elbows). Exhale and hold briefly. Inhale, brace your shoulders, and slowly lower the weights, rotating palms inward back to the start.",https://www.youtube.com/watch?v=pQDrcNoDNVM,Medium,3,10,3,60,Main
117,barbell military press, shoulder,male,Muscle gain,Gym,"Sit upright on a bench (use a rack if available) with the barbell above head height. Grip the bar slightly wider than shoulder-width with palms facing forward. Lift the bar overhead. Inhale, then slowly lower it to shoulder level. Exhale and press the bar back overhead, keeping your torso steady and back straight.",https://www.youtube.com/shorts/1M6JMpgAtS0,Difficulty,4,12,3,60,Main
118,lunging shoulder press, shoulder,female,Muscle gain,Gym; Home,"Stand with feet shoulder-width apart, holding a dumbbell over your left shoulder. Step forward with your right leg, lowering into a lunge until your thigh is parallel to the floor, while pressing the dumbbell overhead. Hold for 5 seconds, then return to the starting position. Repeat with the opposite leg.",https://www.youtube.com/shorts/-jkNM2Z4XO8,Medium,3,10,3,60,Main
119,landmine press, shoulder,male,Muscle gain,Gym,"Stand upright, holding a barbell with weight on one side, resting it on your shoulder. Lower into a squat, then stand up quickly while pressing the bar overhead. Hold for 1â€“2 seconds, then slowly lower it back to shoulder level.",https://www.youtube.com/watch?v=XQJIaWGScrA,Difficulty,3,10,3,60,Main
120,front plate raises, shoulder,male,Muscle gain,Gym; Home,"Stand upright with feet shoulder-width apart, holding a weight plate with both hands, arms extended with a slight bend at the elbows and the plate near your hips. Exhale and gradually lift the plate until your arms are parallel to the floor, holding it for 1 second with a stable torso and straight back. Inhale and lower the plate back to the starting position.",https://www.youtube.com/watch?v=FbkDVvHKrgE,Medium,4,12,3,60,Main
121,reverse dumbbell flyes, shoulder,male,Muscle gain,Gym; Home,"Stand upright with feet shoulder-width apart, holding a dumbbell in each hand. Lean forward until your torso is nearly parallel to the floor, with a slight bend in your knees and arms extended in front. Exhale and engage your shoulders to raise both arms out to the side until they are parallel to the floor, keeping a slight bend in the elbows. Inhale and slowly return to the starting position.",https://www.youtube.com/shorts/A-x6_0VrT18,Medium,3,10,3,60,Main
122,bent-over row,middle back; lower back,male,Muscle gain,Gym,This exercise involves hinging at the hips and rowing a weight towards your torso. It targets the middle and lower back muscles.,https://youtu.be/6gvmcqr226U,Medium,4,12,3,60,Main
123,lat pulldown,upper back,male; female,Muscle gain,Gym,"Using a lat pulldown machine, pull the bar down towards your  chest. This exercise targets the latissimus dorsi muscles.",https://youtu.be/7JnP8dFbS14,Easy,4,12,3,60,Main
124,seated cable row,middle back,male; female,Muscle gain,Gym,Sit on a seated cable row machine and pull the handle towards your torso. This exercise targets the middle back muscles.,https://youtu.be/lJoozxC0Rns,Easy,4,12,3,60,Main
125,pull-apart,middle back,female,Muscle gain,Home,"Using a resistance band, pull the band apart in front of you. This exercise targets the rear delts and middle back muscles.",https://youtu.be/0Po47vvj9g4,Easy,4,12,3,60,Main
126,superman,lower back,male; female,Muscle gain,Home,Lie face down on the floor and lift your arms and legs simultaneously. This exercise targets the lower back muscles.,https://youtu.be/kTMBsUwEGPM,Easy,4,12,3,60,Main
127,good morning,lower back,male; female,Muscle gain,Gym,Hinge at the hips and lower your torso towards the ground. This exercise targets the hamstrings and lower back muscles.,https://youtu.be/wUbsMNkkpLk,Difficulty,4,12,3,60,Main
128,t-bar row,"upper back, middle back",male,Muscle gain,Gym,"Using a T-bar row attachment, pull the weight towards your torso. This exercise targets the upper and middle back muscles.",https://youtu.be/hYo72r8Ivso,Difficulty,4,12,3,60,Main
129,pull-up,upper back,male,Muscle gain; Endurance,Gym,This exercise targets the upper back muscles.,https://youtu.be/PHdHnZcbsB8,Difficulty,4,12,3,60,Main
130,dumbbell row,upper back,male; female,Muscle gain,Home,This exercise targets the upper back muscles using dumbbells.,https://youtu.be/6gvmcqr226U,Medium,4,12,3,60,Main
131, chest supported row,middle back,male,Muscle gain,Gym,"Lie face down on a bench, using your hands to support your upper body against the edge of a table. Pull the dumbbells toward your stomach.",https://youtu.be/Nx0TzjgsI-0,Difficulty,4,12,3,60,Main
132,inverted row,"middle back, lower back",male; female,Muscle gain,Gym,"Lie under a bar, grip the bar with both hands and pull your body up.",https://youtu.be/0AsxBmXeOIo,Medium,4,12,3,60,Main
133,hyperextension,lower back,male; female,Muscle gain,Gym,"Lie face down on a hyperextension machine, raising your upper body.",https://youtu.be/81riMKjNBuA,Easy,4,12,3,60,Main
134,renegade row,"middle back, ABS",male; female,Muscle gain,Home,"In a push-up position, pull the dumbbells toward your body one at a time.",https://youtu.be/Q28cLuweLv4,Medium,4,12,3,60,Main
135,face pull,shoulder; upper back,male; female,Muscle gain,Gym,"Sit on a cable machine, pull the cable toward your face.",https://youtu.be/0Po47vvj9g4,Easy,3,12,3,60,Main
136,low row,"middle back, lower back",male,Muscle gain,Gym,"Sit on a low row machine, pull the handles toward your stomach.",https://youtu.be/opjbouBmUWg,Easy,3,12,3,60,Main
137,bent-over reverse fly, shoulder,male; female,Muscle gain,Gym; Home,"Bend forward, holding the dumbbells with both hands and extending them out to the sides.",https://youtu.be/hf7jnF45N_I,Easy,4,12,3,60,Main
138,one-arm dumbbell row on bench,middle back,male; female,Muscle gain,Gym,"Place one foot on a bench, use your hands to support the bench and pull the dumbbells toward your body.",https://youtu.be/DMo3HJoawrU,Medium,4,12,3,60,Main
139,trap bar deadlift,"lower back, glute, leg",male; female,Muscle gain,Gym,"Variation of the deadlift, reducing stress on the spine.",https://youtu.be/v709aJKv-gM,Difficulty,3,12,3,60,Main
140,barbell shrug,shoulder,male,Muscle gain,Gym,"Stand upright, holding dumbbells in both hands and raising your shoulders.",https://youtu.be/larn3Asl6oM,Medium,3,12,3,60,Main
141,dumbbell shrug,shoulder,male,Muscle gain,Home,Similar to a barbell shrug but using dumbbells.,https://youtu.be/_t3lrPI6Ns4,Medium,3,12,3,60,Main
142,pull-up with a wide grip,upper back,male,Muscle gain,Gym,Pull-ups with hands wider than shoulder-width apart.,https://youtu.be/GRgWPT9XSQQ,Difficulty,3,12,3,60,Main
143,pull-up with a narrow grip,upper back; bicep,male,Muscle gain,Gym,Pull-ups with hands narrower than shoulder-width apart.,https://youtu.be/VuIkwZEEdEQ,Difficulty,3,12,3,60,Main
144,lat pulldown behind the neck,upper back,male; female,Muscle gain,Gym,"Lat pulldowns with the bar behind your neck. Note: This exercise can put stress on your shoulders, so be careful.",https://youtu.be/Ln150SZDBxQ,Easy,4,12,3,60,Main
145,seated cable row with neutral grip,middle  back,male; female,Muscle gain,Gym,"Sitting on a cable machine, pull the cable toward your body with a neutral grip.",https://youtu.be/UCXxvVItLoM,Easy,4,12,3,60,Main
146,dumbbell bench press,middle chest; shoulder; tricep; bicep,male; female,Muscle gain,Gym,"The dumbbell bench press is an upper-body exercise where you lie on a bench and press dumbbells upwards from  chest level, targeting the  chest, shoulders, and triceps.",https://www.youtube.com/watch?v=YQ2s_Y7g5Qk,Medium,3,12,3,60,Main
147,cable crossover,middle chest; shoulder; tricep; bicep,male,Muscle gain,Gym,"The cable crossover is a strength training exercise that targets the  chest muscles by pulling cables across the body from both sides, focusing on developing the pectoral muscles.",https://www.facebook.com/watch/?v=1478474179004001,Medium,4,12,3,60,Main
148,chest press machine,middle chest; shoulder; tricep; bicep,male; female,Muscle gain,Gym,"The  chest Press Machine is a Gym equipment designed to strengthen the  chest, shoulders, and triceps by simulating a bench press movement while providing stability and support.",https://www.youtube.com/watch?v=TqR3Le8Ta2w,Medium,4,12,3,60,Main
149,dumbbell flye,middle chest,male,Muscle gain,Gym,"The Dumbbell Flye is a  chest exercise where you lie on a bench, holding a dumbbell in each hand, and lower your arms in a wide arc before bringing them back together, keeping a slight bend in your elbows.",https://www.youtube.com/watch?v=JFm8KbhjibM,Medium,4,12,3,60,Main
150,barbell bench press,middle chest; shoulder; tricep; bicep,male; female,Muscle gain,Gym,"Lie on a flat bench, holding a barbell above your  chest. Lower the barbell to your  chest, then press it back up. Focus on your  chest, triceps, and front delts.",https://www.youtube.com/watch?v=hWbUlkb5Ms4,Medium,3,12,3,60,Main
151,decline barbell bench press,lower chest; shoulder; tricep,male,Muscle gain,Gym,"Lie on a decline bench with a barbell held above your  chest. This focuses on: Lower  chest, triceps.",https://www.youtube.com/watch?v=UH3w618WAAc&t=6s,Difficulty,3,12,3,60,Main
152,straight arm dumbbell pullover,lower chest; shoulder; tricep,male,Muscle gain,Gym,"Lower the barbell towards your  chest, then press it back up.",https://www.youtube.com/watch?v=T8DM2kKzT_0,Medium,3,12,3,60,Main
153,overhead press,shoulder; upper back; tricep,male,Muscle gain; Endurance,Gym,"Lie on a flat bench, holding a barbell above your  chest. Press the barbell straight up until your arms are fully extended. Focus on your shoulders, triceps, and upper  chest.",https://www.tiktok.com/@infinityacademyvn/video/7340688622670204178,Difficulty,3,12,3,60,Main
154,chest dips,lower chest; shoulder; tricep,male,Mucle gain; Endurance,"Gym
"," chest dips are a bodyweight exercise primarily targeting the  chest muscles, especially the lower  chest. To perform, grip parallel bars or a sturdy chair, lower your body until your elbows form a 90-degree angle, then push back up.",https://www.youtube.com/watch?v=2HYAeF6o7Bc,Difficulty,4,12,3,60,Main
155,incline dumbbell press,upper chest; shoulder; tricep,male,Muscle gain,Gym,The Incline Dumbbell Press is a  chest exercise that primarily targets the upper  chest muscles. It involves lying on an incline bench and pressing a dumbbell in each hand upwards. This exercise also works the shoulders and triceps.,https://www.youtube.com/watch?v=oZVCBM9f8Eo,Medium,4,12,3,60,Main
156,incline barbell bench press,upper chest; shoulder; tricep,male,Muscle gain,Gym,"The Incline Barbell Bench Press is a  chest exercise that targets the upper portion of the pectoral muscles. Performed on an incline bench, this movement also engages the shoulders and triceps as you press the barbell upwards from the  chest. It's excellent for building upper  chest strength and mass.",https://www.youtube.com/watch?v=2jFFCy8JBU8,Medium,4,12,3,60,Main
157,decline dumbbell press,lower chest; shoulder; tricep,male,Muscle gain,Gym,"The Decline Dumbbell Press is a  chest exercise performed on a decline bench, where you press dumbbells upward from a declined angle. It primarily targets the lower portion of the pectoral muscles ( chest) while also engaging the triceps and shoulders for support. This movement helps build  chest definition and strength in the lower  chest area.",https://www.youtube.com/watch?v=_APcTa8ni3o,Medium,4,12,3,60,Main
158,incline dumbbell flyes,upper chest; shoulder; tricep,male,Muscle gain,Gym,"Incline Dumbbell Flyes is a  chest exercise performed on an incline bench. You lower the dumbbells out to the sides with a slight bend in your elbows, then bring them back together. This movement targets the upper portion of the  chest (pectorals) and also engages the shoulders and stabilizing muscles. It helps build  chest width and definition.",https://www.youtube.com/watch?v=JSDpq14vCZ8,Medium,3,12,3,60,Main
159,decline dumbbell flyes,lower chest; shoulder; tricep,male,Muscle gain,Gym,"Decline Dumbbell Flyes is an isolation exercise targeting the lower  chest. Performed on a decline bench, you hold dumbbells with a slight bend in your elbows, lowering them out to the sides in an arc motion, and then bringing them back together above your  chest. This movement stretches and contracts the lower pectoral muscles, enhancing their definition and strength",https://www.youtube.com/watch?v=HBzfHrehHj4,Difficulty,3,12,3,60,Main
160,low cable flyes,lower chest,male,Muscle gain,Gym,"Low Cable Flyes is an isolation exercise that targets the  chest muscles, particularly the pectoralis major. Using a cable machine, you start with the cables set at a low position and pull them upward in an arc, keeping a slight bend in your elbows. This motion emphasizes the inner  chest and helps improve muscle definition and stability. It's commonly used to enhance the overall shape of the  chest.",https://www.tiktok.com/@renshawspt_official/video/7199073211575848235,Medium,4,12,3,60,Main
161,high cable flyes,middle chest,male,Muscle gain,Gym,"High Cable Flyes is an exercise that targets the upper  chest and shoulders. Using a cable machine, you adjust the pulleys to a high position, grasp the handles, and pull them down and together in an arc-like motion. This movement helps isolate the pectoral muscles and enhances muscle definition while providing constant tension throughout the range of motion.",https://www.youtube.com/watch?v=Fa2d4Jr_ic8,Medium,4,12,3,60,Main
162,chest thrust,middle chest; shoulder,male; female,Muscle gain,Gym,"The Pec Deck Machine is a Gym equipment used to isolate and strengthen the  chest muscles, particularly the pectoralis major. To perform the exercise, sit on the machine with your back against the pad, grip the handles, and bring them together in front of your  chest. This movement effectively targets the inner  chest and helps improve muscle definition and size. It's suitable for both beginners and advanced lifters.",https://www.youtube.com/watch?v=g3T7LsEeDWQ,Easy,4,12,3,60,Main
163,incline push-ups,upper chest; shoulder; tricep,male; female,Mucle gain; Endurance,Gym; Home,"Incline Push-ups are a variation of standard push-ups where your hands are placed on an elevated surface, such as a bench or step. This position reduces the difficulty compared to regular push-ups and primarily targets the upper  chest (pectoralis major) and shoulders (deltoids). They also engage the core for stability. Incline push-ups are great for building strength and muscle endurance, especially for beginners or those recovering from injury.",https://www.youtube.com/watch?v=Gvm5Q29UHbk,Easy,4,12,3,60,Main
164,decline machine press,lower chest; shoulder; tricep,male,Muscle gain,Gym,"The Decline Machine Press is a strength training exercise targeting the lower portion of the pectoral muscles. Performed on a decline bench, it involves pressing a weight (usually on a machine) away from your  chest while seated. This movement emphasizes the lower  chest and helps build overall  chest strength and muscle definition. It's a safer alternative to free weights for isolating the  chest muscles.",https://www.youtube.com/watch?v=qTX2OlhSsnc,Difficulty,4,12,3,60,Main
165,smith machine bench press,middle chest; shoulder; tricep,male,Muscle gain,Gym,"The Smith Machine Bench Press is a weightlifting exercise that involves lying on a bench and pressing a barbell attached to a Smith machine. This machine stabilizes the bar, allowing for a controlled movement. It primarily targets the pectoralis major ( chest muscles), while also engaging the triceps and shoulders. Th",https://www.youtube.com/watch?v=PC91ivqIAe4,Difficulty,4,12,3,60,Main
166,smith machine incline press,upper chest; shoulder; tricep,male,Muscle gain,Gym,"The Smith Machine Incline Press is an exercise targeting the upper  chest, shoulders, and triceps. It involves lying on an inclined bench set at about 30 to 45 degrees and pressing a barbell attached to a Smith machine upward. The guided movement provides stability, making it easier to focus on the pressing motion and effectively isolate the upper pectoral muscles.",https://www.youtube.com/watch?v=OXc8Xi2tcXk,Easy,4,12,3,60,Main
167,machine  chest press,middle chest; shoulder; tricep,male; female,Muscle gain,Gym,"The Machine  chest Press is a strength training exercise performed on a specialized machine designed for  chest workouts. You sit down with your back against the support, grasp the handles, and push the weights forward until your arms are fully extended. This exercise primarily targets the pectoral muscles, while also engaging the triceps and shoulders for support. It provides stability and is ideal for beginners and those looking to isolate the  chest muscles effectively.",https://www.youtube.com/watch?v=NwzUje3z0qY,Easy,4,12,3,60,Main
168,plate squeeze press,middle chest; shoulder,male,Muscle gain,Gym; Home,"The Svend Press, or Plate Squeeze Press, is an exercise that targets the  chest and shoulders. To perform it, hold a weight plate with both hands, pressing it together in front of your  chest while extending your arms outward. The squeezing action engages the  chest muscles, while the pressing motion helps develop shoulder stability. It can be performed standing or seated and is effective for building upper body strength and enhancing muscle activation in the pectorals.",https://www.youtube.com/watch?v=cIoUZOnypS8,Easy,4,12,3,60,Main
169,resistance band  chest press,middle chest; shoulder; tricep,female,Muscle gain; Endurance,Home,"The Resistance Band  chest Press is an exercise that targets the  chest, shoulders, and triceps. To perform it, anchor a resistance band behind you at  chest level, hold the handles, and stand with your feet shoulder-width apart. Press the bands forward until your arms are fully extended, then return to the starting position. This exercise effectively mimics the motion of a bench press while providing variable resistance throughout the movement.",https://www.youtube.com/watch?v=po8JwkjexbU,Easy,4,12,3,60,Main
170,standing arm torso twist,ABS,male;female,Muscle gain,Gym;Home,"Stand with feet shoulder-width apart, knees slightly bent, holding a medicine ball (or dumbbell) in both hands. Keeping shoulders down, engage abs, bend elbows slightly and rotate torso to right until arms are in line with body",https://youtu.be/QQMri8bsjy8?si=8ZkWXPhDSge7xBh1,Easy,1,12,3,15,Warm-up
171,standing side bend ,ABS,male;female,Muscle gain,Gym;Home,"Stand with your feet shoulder width apart. Put your left hand behind your head and your right hand at your side. Bend your body to the right and lower your right hand towards the floor. Return, switch side and repeat",https://youtube.com/shorts/Vko-SJok-fk?si=7mbL62Amk-X_ew0l,Easy,1,12,3,15,Warm-up
172,arm circle ,shoulder,male;female,Endurance,Gym;Home,"Rotate your arm in a small circle, then gradually increase it. Warm up your shoulder muscles and arm joints",https://youtu.be/UVMEnIaY8aU?si=gTNUj4c6stBdYdal,Easy,1,20,3,15,Warm-up
173,leg swing,leg,male;female,Endurance,Gym;Home,"Stand straight, swing your legs back and forth in a front-to-back or horizontal direction. Warm up your hips and leg muscles.",https://youtu.be/E68-pMl1Im8?si=ifcD4Bp580_aVENk,Easy,1,16,3,15,Warm-up
174,hip rotation,leg,male;female,Endurance,Gym;Home,"Raise one leg and rotate your hips to move your leg to the side as if you were stepping over a fence. Put your foot down, then switch to the other foot.",https://youtube.com/shorts/f856Ja3Erss?si=6qKIM9_K25DTIcmB,Easy,1,12,3,15,Warm-up
175,shoulder circle,shoulder,male;female,Muscle gain,Gym;Home,Slowly lift your shoulders toward your ears. Roll them forward in a circular motion,https://youtu.be/shcSlZEnNp0?si=b-qhgI_OR5Yg1Qym,Easy,1,12,3,15,Warm-up
176,tricep stretch,shoulder; tricep,male;female,Endurance,Gym;Home,"Raise one arm straight overhead. Bend your elbow to bring your hand behind your head, reaching down between your shoulder blades.",https://youtu.be/zzvDO56B0HE?si=g64_CvvJcbLcfCJD,Easy,1,1,30,0,Relax
177,standing quad stretch,leg,male;female,Endurance,Gym;Home,Shift your weight onto one leg. Bend the opposite knee and bring your heel toward your buttocks. Grasp your ankle or the top of your foot with your hand.,https://youtu.be/FBO9-8nTbsM?si=O41PeNwHGj2TV9jy,Easy,1,1,30,0,Relax
178,child pose,leg;back,male;female,Endurance,Gym;Home,"Slowly lower your torso forward, reaching your arms out in front of you. Rest your forehead on the mat or floor.",https://youtu.be/nMp3MlTz9fA?si=rmrnJRQkiYMs3iRN,Easy,1,1,30,0,Relax
179,cobra pose,back,male;female,Endurance,Gym;Home,"Lie face down on the floor with your legs extended straight back, feet hip-width apart, and tops of your feet pressing into the mat. Place your hands under your shoulders with your elbows close to your body.",https://youtu.be/JDcdhTuycOI?si=EaanAp2cFXhPRbm8,Easy,1,1,30,0,Relax
180,chest opener,arm,male;female,Endurance,Gym;Home,"Stand or sit up straight with your feet hip-width apart, shoulders relaxed, and arms at your sides. Take a deep breath in to help you prepare for the stretch.",https://youtu.be/RcKjVRw-LfI?si=7KYP4VqEQL4Fz6vr,Easy,1,1,30,0,Relax
